0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,0,20,0
20,0,20,0
20,0,20,0
0,0,0,0
20,0,20,0
15,0,15,0
10,0,5,0
5,0,10,0
10,0,10,0
5,0,5,0
5,0,5,0
5,0,10,0
5,0,0,0
5,0,5,0
10,0,5,0
0,0,0,0
5,0,0,0
5,0,0,0
20,0,10,0
0,0,0,0
5,0,5,0
5,0,0,0
20,0,10,0
20,0,10,0
15,0,15,0
15,0,15,0
10,0,10,0
0,0,0,0
10,0,5,0
15,0,10,0
10,0,10,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,5,0
5,0,5,0
5,0,5,0
10,0,10,0
0,0,0,0
5,0,5,0
5,0,5,0
15,0,15,0
15,0,15,0
5,0,5,0
0,0,0,0
15,0,15,0
15,0,15,0
5,0,5,0
10,0,5,0
5,0,5,0
0,0,0,0
10,0,5,0
10,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,0,0
5,0,10,0
5,0,10,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,10,0
5,0,5,0
5,0,5,0
5,0,5,0
5,0,5,0
0,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
0,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
0,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
0,0,5,0
0,0,0,0
5,0,5,0
5,0,5,0
0,0,0,0
0,0,0,0
5,0,5,0
5,0,5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
